"","Products.Brand.Name","Inventory.Conversion.Inputs.Outputs.Output.Product","Strain.Name","Inventory.Conversions.Batch.Name","package_ID","Batch.Harvest.Date","Batch.Lab.Results.Lab.Result.URL","Products.Vendor.Name","Inventory.Producer.Name","Manufacturing.Date","Manufacture Date from Wholesale","Manufacture Date from Cult","Manufacture Date from Downtown"
"1","GRÄS Cannabis","Pico De Gallo 3.5g","Pico De Gallo","240124-015","56754","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/a1ae7425-6ecf-4b3c-b829-928cdf349bfe","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"2","GRÄS Cannabis","Modified Strawnana 3.5g","Modified Strawnana","240124-013","56752","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/c5160025-812e-4e53-af06-0e33bd80ce96","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"3","GRÄS Cannabis","Fatso 3.5g","Fatso","240124-007","56760","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/c297586e-6e13-4fa3-9fde-a214287a5025","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"4","GRÄS Cannabis","Kolache 3.5g","Kolache","240124-011","56747","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/71c2c26b-ba5b-4faf-8308-6f9545fd2d82","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"5","GRÄS Cannabis","G.I. Jane 3.5g","G.I. Jane","240124-008","56749","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/278e871c-63ed-49d1-912f-016796fba302","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"6","GRÄS Cannabis","Hula Girl 3.5g","Hula Girl","240124-009","56755","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/aa5fd60a-b291-469c-bb3d-4931fa32033d","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"7","GRÄS Cannabis","Marilyn Monroe 3.5g","Marilyn Monroe","240124-012","56753","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/c06de5e9-eabe-4b64-820f-b451f8f33e67","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"8","GRÄS Cannabis","Dosi-Breath 3.5g","Dosi-Breath","240124-005","56759","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/3c7de9bd-e665-48be-a540-23fca61830c9","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"9","GRÄS Cannabis","Bubble Gum Pop 3.5g","Bubble Gum Pop","240124-004","56748","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/c4e28820-2cf6-4c6e-a67a-ec184904ba7e","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"10","GRÄS Cannabis","Dough-Z 3.5g","Dough-Z","240124-006","56751","1/23/2024","https://orders.confidentcannabis.com/report/public/pdf/61aecbc5-cd2e-4ae8-8f82-779e40365eb5","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","3/13/2024","3/13/2024","3/13/2024",""
"11","DTF - Downtown Flower","Gelato 14g","Gelato","GLTO-240117.0001-W3","56585","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","","3/7/2024",NA,"3/7/2024",NA
"12","DTF - Downtown Flower","Gelato 3.5g","Gelato","GLTO-240117.0001-W3","56581","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","",NA
"13","DTF - Downtown Flower","Gelato 3.5g","Gelato","GLTO-240117.0001-W3","56581","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","3/7/2024",NA
"14","DTF - Downtown Flower","Gelato 3.5g","Gelato","GLTO-240117.0001-W3","56581","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","",NA
"15","DTF - Downtown Flower","Gelato 3.5g","Gelato","GLTO-240117.0001-W3","56581","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","3/7/2024",NA
"16","DTF - Downtown Flower","Gelato 7g","Gelato","GLTO-240117.0001-W3","56584","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","",NA
"17","DTF - Downtown Flower","Gelato 7g","Gelato","GLTO-240117.0001-W3","56584","1/17/2024","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/7/2024","3/7/2024","3/7/2024",NA
"18","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Mellow Squirt x Cherry Treat","Mellow Squirt x Cherry Treat","MSQ-240117.01-W3-4pkIPR","56877","1/17/2024","","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/18/2024",NA,NA,"3/18/2024"
"19","DTF - Downtown Flower","Sunset Sherb 3.5g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55992","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/19/2024","2/19/2024","",NA
"20","DTF - Downtown Flower","Sunset Sherb 3.5g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55992","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/19/2024","2/19/2024","2/19/2024",NA
"21","DTF - Downtown Flower","Sunset Sherb 3.5g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55992","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/19/2024","2/19/2024","",NA
"22","DTF - Downtown Flower","Sunset Sherb 3.5g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55992","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/19/2024","2/19/2024","2/19/2024",NA
"23","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-231229.0001-W52","56726","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/5747e61b-b6fe-42df-b912-d6b9f2e8d6e7","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","",NA
"24","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-231229.0001-W52","56726","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/5747e61b-b6fe-42df-b912-d6b9f2e8d6e7","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","3/11/2024",NA
"25","DTF - Downtown Flower","Sunset Sherb 14g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55911","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"26","DTF - Downtown Flower","Sunset Sherb 14g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55911","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
"27","DTF - Downtown Flower","Sunset Sherb 14g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55911","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"28","DTF - Downtown Flower","Sunset Sherb 14g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55911","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
"29","DTF - Downtown Flower","DTF Premium Preroll 1g - Dweebz","Dweebz","Dwz-231229.0001-W52","56430","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","3/4/2024","3/4/2024","",NA
"30","DTF - Downtown Flower","DTF Premium Preroll 1g - Dweebz","Dweebz","Dwz-231229.0001-W52","56430","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","3/4/2024","3/4/2024","3/4/2024",NA
"31","DTF - Downtown Flower","DTF Premium Preroll 1g - Dweebz","Dweebz","Dwz-231229.0001-W52","56430","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","3/4/2024","3/4/2024","",NA
"32","DTF - Downtown Flower","DTF Premium Preroll 1g - Dweebz","Dweebz","Dwz-231229.0001-W52","56430","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","3/4/2024","3/4/2024","3/4/2024",NA
"33","DTF - Downtown Flower","DTF Premium Preroll 1g - Sunset Sherb","Sunset Sherb","SSherb-231229.0001-W52","56270","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/27/2024","2/27/2024","",NA
"34","DTF - Downtown Flower","DTF Premium Preroll 1g - Sunset Sherb","Sunset Sherb","SSherb-231229.0001-W52","56270","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/27/2024","2/27/2024","2/27/2024",NA
"35","GRÄS Cannabis","Forest Fire 3.5g","Forest Fire","FoFi-231229.0001-W52","56711","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","",NA
"36","GRÄS Cannabis","Forest Fire 3.5g","Forest Fire","FoFi-231229.0001-W52","56711","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","3/11/2024",NA
"37","DTF - Downtown Flower","Gastropop 3.5g - Mid","Gastropop","324s-231229.0001-W52","56181","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","",NA
"38","DTF - Downtown Flower","Gastropop 3.5g - Mid","Gastropop","324s-231229.0001-W52","56181","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","2/23/2024",NA
"39","DTF - Downtown Flower","Dweebz 3.5g - Signature","Dweebz","Dwz-231229.0001-W52","56345","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","",NA
"40","DTF - Downtown Flower","Dweebz 3.5g - Signature","Dweebz","Dwz-231229.0001-W52","56345","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","2/28/2024",NA
"41","DTF - Downtown Flower","Dweebz 3.5g - Signature","Dweebz","Dwz-231229.0001-W52","56345","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","",NA
"42","DTF - Downtown Flower","Dweebz 3.5g - Signature","Dweebz","Dwz-231229.0001-W52","56345","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/b489b2c3-c89e-4206-80c7-c0d4f556d720","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","2/28/2024",NA
"43","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56383","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/29/2024","2/29/2024","",NA
"44","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56383","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/29/2024","2/29/2024","2/29/2024",NA
"45","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56383","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/29/2024","2/29/2024","",NA
"46","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56383","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/29/2024","2/29/2024","2/29/2024",NA
"47","DTF - Downtown Flower","Guava Cross 3.5g - Signature","Guava Cross","GuCr-231229.0001-W52","56294","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","",NA
"48","DTF - Downtown Flower","Guava Cross 3.5g - Signature","Guava Cross","GuCr-231229.0001-W52","56294","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","2/28/2024",NA
"49","DTF - Downtown Flower","Guava Cross 3.5g - Signature","Guava Cross","GuCr-231229.0001-W52","56294","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","",NA
"50","DTF - Downtown Flower","Guava Cross 3.5g - Signature","Guava Cross","GuCr-231229.0001-W52","56294","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","","2/28/2024","2/28/2024","2/28/2024",NA
"51","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"52","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"53","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"54","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"55","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"56","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"57","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"58","DTF - Downtown Flower","Forest Fire 3.5g - Mid","Forest Fire","FoFi-231229.0001-W52","56053","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"59","Roaring 20s","Roaring 20s REBALANCE 6 Pack Prerolls 3g - Forest Fire","Forest Fire","FoFi-231229.0001-W52","56746","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/13/2024","3/13/2024","",NA
"60","Roaring 20s","Roaring 20s REBALANCE 6 Pack Prerolls 3g - Forest Fire","Forest Fire","FoFi-231229.0001-W52","56746","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/13/2024","3/13/2024","3/13/2024",NA
"61","DTF - Downtown Flower","Gastropop 14g - Mid","Gastropop","324s-231229.0001-W52","56054","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"62","DTF - Downtown Flower","Gastropop 14g - Mid","Gastropop","324s-231229.0001-W52","56054","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"63","DTF - Downtown Flower","Gastropop 14g - Mid","Gastropop","324s-231229.0001-W52","56054","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","",NA
"64","DTF - Downtown Flower","Gastropop 14g - Mid","Gastropop","324s-231229.0001-W52","56054","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","","2/20/2024","2/20/2024","2/20/2024",NA
"65","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56731","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/12/2024","3/12/2024","",NA
"66","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52","56731","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/12/2024","3/12/2024","3/12/2024",NA
"67","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","",NA
"68","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","2/23/2024",NA
"69","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","",NA
"70","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","2/23/2024",NA
"71","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","",NA
"72","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","2/23/2024",NA
"73","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","",NA
"74","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake","Wedding Cake","WeCa-231229.0001-W52","56172","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/49d86091-b23d-4e06-94b6-4ecd70a844c0","Forever 46, LLC - 00000057DCHF00477864","","2/23/2024","2/23/2024","2/23/2024",NA
"75","GRÄS Cannabis","Sunset Sherb 3.5g","Sunset Sherb","SSherb-231229.0001-W52","56712","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","",NA
"76","GRÄS Cannabis","Sunset Sherb 3.5g","Sunset Sherb","SSherb-231229.0001-W52","56712","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","3/11/2024","3/11/2024","3/11/2024",NA
"77","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"78","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
"79","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"80","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
"81","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"82","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
"83","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","",NA
"84","DTF - Downtown Flower","Sunset Sherb 7g - Mid","Sunset Sherb","SSherb-231229.0001-W52","55901","12/29/2023","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","","2/15/2024","2/15/2024","2/15/2024",NA
